col1
"titovby
Мы намерены создать «черный список» решений российских судей. Будет создана специальная экспертная группа, которая будет оценивать судейские решения. Понятно, что незаконность судебного решения может быть установлена только в судебном порядке. Но мы вынуждены указывать на очевидные пробелы в правоприменительной практике, и фактически показывать пальцем на тех, кто принимает такие решения, то есть список судей, в решении которых экспертами усматриваются существенные нарушения.
⠀
И в очередной раз повторю: надо бороться за выборность судей. Мы не раз предлагали Верховному суду списки квалифицированных адвокатов, прокуроров. В общем тех, кто прошел большую правовую школу, а не просто секретарей, которые носят бумажки в судах. Но Верховный суд никак не реагирует.
⠀
В том, что нужно менять судебную систему – ясно. Сейчас идет громкое, вопиющее по своей беззаконности дело актера Павла Устинова: у него не было правонарушения, но он получил реальный срок.
⠀
Это беззаконие идет и в бизнесе – я, как омбудсмен это вижу: например, предпринимателю вменяют ущерб в 500 000 рублей, а он сидит годами еще до решения суда. Таких случаев много, но по ним нет общественного резонанса. Думаю, что наши предложения по выборности судей и составление «черного списка» нечистоплотных судей смогут изменить систему к лучшему.
30w"
"sap_sergio
👍
29wReply"
"krotkrut3
Все знают, что решения без согласования в вышестоящем не принимают, дабы не обжаловали...у нас судья районного суда Захарова под страхом отмены прокурором взяла смелость возвращать по 207, т.к. судить невозможно. ..Обл.суд в другой районный закинул...а эта как рыба-оглядывает зал испуганно и пишет...пишет...говорят-будет вам приговор...слово в слово с подогнанным обвинением...куча эпизодов 159 группой...он 2 года почти в сизо...не будет прокурор отвечать за беспредел...и даже в очных ставках отказывали, и заявления подделывали(экспертиза есть)...Тухло и гнило...
29wReply"
"androsov
Почему на такие решения никак не реагирует председатель Верховного суда РФ, почему генеральная прокуратура не вносит представлений? Прокуратура вообще вместо НАДЗОРНОГО органа давно превратилась в орган ОБВИНЕНИЯ! Понятно, что прокуратура поддерживает обвинение от лица государства, но в ней же есть и отделы по НАДЗОРУ ЗА СОБЛЮДЕНИЕМ ЗАКОННОСТИ... печально все это...
29wReply"
"popov_stas
А апелляция уже не катит?! Лучше хорошими адвокатами помогать.
29wReply"
"aroffline
Эти инициативы обречены на провал в воровском государстве
29wReply"
"r.imanguloff
👍
29wReply"
"alik4605
🔥🔥🔥
29wReply"
"vasilypashin
👏👏👏
29wReply"
"vasilypashin
👏👏👏
29wReply"
"kirillbiggofficial
Отличная инициатива! Спасибо Вам!
29wReply"
"gsmnick
Мне во сне приснилось что в россии народ создал фонд киллеров куда каждый гражданин кидал деньги по своему желанию и был список коррумпированных чиновников и каждый кто убивал из списка, получал из этого фонда деньги. Вот что было бы если это было реально
29wReply"
"katerinka_101_101
Это хорошая идея...но не в России.
29wReply"
"titovby
Небольшая задачка на знание Уголовного кодекса РФ. Пройдете?
⠀
Вот вам условия.
Дано: птицефабрика в Архангельской области, мост между двумя малыми поселками в Ярославской области, крупнейший онлайн-ритейлер России.
⠀
Вопрос: что между ними общего и почему теперь они не работают в полную силу? Не наполняют бюджет? Не дают новых рабочих мест?
⠀
Буду рад, если вы не угадаете. Значит, пресловутая 159 статья УК РФ до вас ещё не добралась. Потому что ответ на эту задачку заключается именно в этом.
⠀
Девиз следователей сейчас звучит буквально так: «от сумы и от 159 статьи не зарекайся, предприниматель». Это сейчас наиболее «ходовая» статья: под неё легко подвести любое отклонение от выполнения договорных отношений. И неважно, что было на самом деле: умысел, случайность, форс-мажор, предвзятое отношение второй стороны…
⠀
Может быть, это мост в глухом уголке Ярославской области. Который предприниматель Юрий Пучков построил на собственные средства, представил все документы для контракта. И – получил обвинение в том, что он «похитил» этот самый мост. Кстати, по нему жители региона успешно передвигаются.
⠀
А может быть – это автозапчасти малого предпринимателя Антона Булгакова. Он решил развивать свои автомастерские, взял кредиты у разных фирм, возвращал их в срок… Ну, он так думал. А вдруг – оказалось, что мимопроходящий следователь решил иначе (потерпевших и жалующихся в деле нет, на секунду), а его займы у фирм оказались «хищениями».
⠀
Ну ладно, малого предпринимателя Булгакова не все знают. А интернет-ритейлер «Юлмарт»? Знакомо? Он мог бы, очень вероятно, обогнать китайский «алиэкспресс», да опять же 159-я статья прилетела. Совладелец российкого онлайн-ритейлера «Юлмарт» взял кредит на развитие бизнеса, а попал – под 159-ю и обвинение в хищении для собственных нужд.
⠀
Продолжение в карусели👆🏼 #титовкейсы
15w"
"evgenii.consul
Необходимо усилить деятельность по изменение данных норм в некоторых частях.
15wReply"
"v.sokoloff
В чём причина организации этого дела против предпринимателей? Возможно было бы эффективнее работать со следователями, которые возбуждают дела надуманно и притягивают за уши? Искать реальных зачинщиков таких дел и «работать» с ними. Чтобы другим неповадно было. Ввести отдельную статью для таких псевдо следователей. 159 Статью изменят, найдут другую. Эффективнее будет работать с причиной, а это явно люди, которые заинтересованы в дестабилизации чужих бизнесов конкурентов. Либо следователи, которые бабла хотят срубить.
15w4 likesReply"
"sergey_kapchuk
Осмелюсь предположить что дело в Системе. Ее нужно ИЗменять по моему мнению. Дело часто даже не в заказе. Небогатый следовать по умолчанию ненавидит бизнесмена даже обанкротившегося.
15wReply"
"iraida_raisa
❤️👏👏
15wReply"
"ova301
Вопрос правовой культуры правоприменителя в любой области и любой юрисдикции не должен подменяться необходимостью постоянного изменения самого закона. Пока не будет серьезной ответственности (финансовой в том числе) за злоупотребление и пока не упразднят «планы прошлого года», пока существенно (в 2-4 раза) не повысят зарплату и требований к квалификации правоприменителю, тяжело будет что-то менять. Принцип:все для честного предпринимательства не провозглашен пока, поэтому бизнес это база для «жизни» любого надзорного органа, а не основа бюджетного дохода. Это парадокс, Но это наше общество, такими мы стали. все получится изменить к лучшему. 🤝🤝
15wReply"
"olgakarlova6434
А как к Вам обратиться?🙏
15wReply"
"ptitsyn82
Это сейчас практикуется везде и всюду!!!
15wReply"
"lenamama20
Если совсем вежливо высказать накипевшее,то как у юмориста:""Ооббаалдееть....."",а на чистом русском - неприлично,даже в мыслях такие выражения допускать😢😮😢😮
15wReply"
"derzhavin7789
Был бы человек а статья найдётся!!! А с досудебщиками и невиновного посадят!!!
15w1 likeReply"
"derzhavin7789
А чего вы ожидаете!!! 210 Ук нужна что бы людей напугать !!! Что бы получить нужные показания!!! И отобрать имущество!!!
15wReply"
"chorba.sergei
Что нам делать(( читая Ваши посты мне хочеться плакать что такое(((
15wReply"
"ser_evangylian
Все эти вопросы о том, что надо эффективное работать со следователям- вода и пустой звук. Нужно дальше работать с нормами права, на мой взгляд самая большая проблема это лёгкий переход гражданских в уголовные отношения. Нужно внести изменения в 159 и ввести квалифицированный признак именно для предпринимательской сфере и УПК: возможность возбуждения дел только в случае исчерпания средств защиты гражданских прав в суде, и возложить ещё одно бремя на следствие : доказывать не только сам состав преступления но и сам факт, что деяние предпринимателя не является только гражданско- правовым спором
15w2 likesReply"
"titovby
Дал сегодня пресс-конференцию по поводу распространения судов присяжных на сферу экономических преступлений.
⠀
Думаю, что идея (наша, кстати, давняя идея) может воплотиться быстрее, чем это обычно бывает в российских юридических реалиях. И это будет очень полезно.
⠀
Присяжные – это максимальная состязательность в уголовном процессе, и именно это поможет переломить нынешний бескомпромиссный обвинительный уклон судов.
⠀
Порой говорят – а какой вердикт способны вынести присяжные, если сами они бизнесом никогда не занимались?
Что они смогут понять в этих делах, в этих сложных экономических схемах, бухгалтерии, в этой куче цифр?
Как они будут решать, виновен человек или невиновен?
⠀
Позвольте, но следователь, ведущий дело, тоже никогда не занимался бизнесом. И тема качества экономической экспертизы, положенной в основу многих существующих обвинений – очень больная тема.
⠀
Смысл суда присяжных не в этом. Главное, что от них ожидается – общечеловеческое понимание на базе жизненного опыта – было совершено преступление, или не было. Я объясню, в чем тут дело.
⠀
Возьмем статью 159 УК о мошенничестве, по которой каждый год против предпринимателей возбуждают десятки тысяч дел. Мы не зря называем ее «резиновой», потому что формально для того, чтобы обвинить человека в мошенничестве, нужно доказать наличие у него умысла на совершение преступления. То есть человек должен был заранее продумать схему преступления и реализовать ее совершенно сознательно. А у нас очень часто применяют ее, когда не выполнены контрактные обязательства, не возвращен полностью кредит (после пары лет исправных выплат), и так далее. Следствие просто констатирует наличие умысла – на свое усмотрение, а суд с ним соглашается.
⠀
Вот присяжные и должны как раз ответить на вопрос - был ли умысел? Или же дело в изменении внешних обстоятельств?
⠀
Им не нужно будет копаться в схемах и налогах, они должны ответить на главный вопрос.
8w"
"blccrussia
👍👍👍
8wReply"
"anna_martoyus
Очень надеемся, что ваша давняя идея, о присяжных , воплотиться в жизнь!👍
8w2 likesReply"
"alex_v_fil
Спасибо за good job!👍... идея правильная - с присяжными проблема!... привлекать их будут к самым резонансным делам и общая картина не изменится...
8wReply"
"nastyazhavnis
Полностью поддерживаю эту инициативу!!!! 👍👍👍
8w2 likesReply"
"ruslan_turdyev
👍
7wReply"
"derzhavin7789
Это хоть какая то Надежда на понимание!!! А то суды осуждают людей только на одних показаниях без доказательств!!!
7w1 likeReply"
"danadanilova908
👍👍👍
7wReply"
"iraida_raisa
❤️❤️❤️❤️👏
7wReply"
"toxer12
👏
7wReply"
"konstantinanapa
Дай бог ☝️
7wReply"
"djncl
Да, как показывает практика присяжные нужны обязательно
7wReply"
"alexandr_babanov
Отличная идея!
7wReply"
"titovby
На радио «Комсомольская правда» обсуждаем, как коронавирус влияет на российский бизнес, и как государство может смягчить это влияние.
⠀
Активная ссылка в сторис и профиле. #coronavirus
4w"
"kinevakatusha
Уберите налоги для малого хотя бы, уже спад нереальный
Дальше даже страшно подумать что будет
4w11 likesReply"
"pavelbraun9
Где маски и профилактические мероприятия?🔥🙊
4w1 likeReply"
"denis_keliuh
Бизнес притупляй нагрузке не выживет! Если придётся содержать людей без выполнения работы , то банкротство не избежать. Нужен механизм отправки за свой счёт! Льготы по налогам! Как стройку вести удаленно? Как Госконтракты и не только реализовывать ?
4w2 likesReply"
"genaevdokimov
Борис Юрьевич, доброго времени суток, Как вы относитесь к поправкам в конституцию РФ?
4w1 likeReply"
"dmitriy_golubev77
Коронавирус 🦠 это лучшее, что могло случиться со мной: • Моя жена больше не хочет путешествовать по миру • Она не хочет ничего покупать, потому что все товары к нам едут из Китая. • Она не хочет ехать на шопинг в торговый центр.
• Она не хочет идти вообще ни на какое массовое мероприятие, опасаясь заражения. • Она проводит весь день и ночь с закрытым ртом. 😷
• Она постоянно драит дом со средством.
• Сама покупает водку! Это не вирус. ! Это план спасения!
4w3 likesReply"
"iraida_raisa
👏👏👏
4wReply"
"yurievichevgeniy
Возьмите пример с Германии , которые они приняли для помощи бизнесу , на период «карантина»
4wReply"
"anss1705
Государство? А что мы имеем в виду под этим словом? Социальную справедливость или право сильного? Право на самоопределение или жёсткую ограниченность? Возможность свободного предпринимательства или тотальный контроль за каждым движением. Возможность внедрения инноваций или профонация под пустыми лозунгами? В Чехии налоговые каникулы, в США отсрочки по выплатам кредитов.....А что в нашем государстве, чем увлечены рулевые массы
4w5 likesReply"
"marialavr
#stayhome
3wReply"
"balansgeo
Коронавирус влияет на людей как сигнал в область памяти на начало 90х, люди тратят и без того небольшие зарплаты на необходимые продукты питания, и оставляют небольшой запас, на все другое денег не остаётся. Отсюда остаются без клиентов множество компаний, чьи услуги и товары не главные в жизни. В итоге проседает огромное количество предпринимателей, которые старались сделать нашу страну лучше.
3w1 likeReply"
"titovby
ОСТАНАВЛИВАТЬ «ПРЕССИНГ» НУЖНО В САМОМ НАЧАЛЕ
⠀
Не все обращения в адрес Уполномоченного по защите прав предпринимателей связаны с уголовными делами, и слава богу. Есть еще большой, часто невидимый пласт работы, связанный с установлением законных границ между бизнесом и различными гос.органами.
⠀
Так, в декабре к нам обратилась компания «Рав Агро Про» из Воронежской области. С жалобой на действия главы Кантемировского района Владимира Покусаева. Он в ультимативной форме затребовал от «RVАгро» отчитаться о стратегических планах предприятия – что планируют делать с землей, зданиями, почему не участвуют в «Дне работника сельского хозяйства». Строго указал ответить на письмо в пятидневный срок.
⠀
Директор «Рав Агро Про» Владимир Демуцки с ответом действительно не затягивал и написал в администрацию района, что «предпринимательская деятельность, в том числе в сфере сельского хозяйства – это самостоятельная, осуществляемая на свой риск деятельность». Такой вот ликбез получился. У муниципалитета нет полномочий контролировать развитие коммерческих предприятий, поэтому отчитываться «Рав Агро Про» перед главой совершенно не обязан. Проверить законность подобных требований предприниматель попросил нас, а мы в свою очередь – прокуратуру Воронежской области.
⠀
Недавно пришел ответ, что «доводы о незаконном истребовании информации» нашли свое подтверждение. В Кантемировский район направлено представление об устранении нарушений законодательства, где поставлен вопрос об ответственности должностных лиц.
⠀
Поразительно, насколько, по мнению некоторых, всем «должен» предприниматель. Я искренне восхищаюсь теми отважными людьми, которые несмотря на сложности экономические и политические, мировые и сугубо российские проблемы – готовы вкладываться в свое дело.
⠀
Сегодня для малого и среднего бизнеса настали по-настоящему тяжелые времена. Пандемия может обнулить усилия тысяч отважных предпринимателей, лишить рабочих мест десятки, сотни тысяч их работников.
⠀
И я очень надеюсь, что наше государство хотя бы на это время повернется к бизнесу лицом. #титовкейсы
3w"
"gindullinrd
За мкадом прессинг обычное занятие, только привлекая общественное внимание удаётся отбить желания ходоков
3wReply"
"aleksandr_polorgudov
Все точно описано про риски предпринимателей, но мы все чувствуем результат вашей работы, и видим как реагируют на ваше подразделение структуры МВД, или конкретные люди служащие в них, в действиях которых происходит сбой с тем, для чего они пришли служить. Я это ощутил все на себе, но благодаря Работе Уполномоченного по защите прав предпринимателей в Краснодарском крае Игоря Якимчик мне вернули незаконно изъятое на 9 месяцев оборудование, сейчас восстанавливаем полностью остановленное предприятие, за это время конечно много чего натерпелись , но все позади. Спасибо вам за вашу работу и понимание
3w1 likeReply"
"danadanilova908
👍👍👍 радует!
3wReply"
"iraida_raisa
👏❤️
3wReply"
"derzhavin7789
За такие уголовные дела должн работать бумеранг !!!
3w2 likesReply"
"_matross_
Посочувствуем бизнесу настоящему, но и порадуемся за нуворишей.
3w1 likeReply"
"anna_martoyus
Даже и не верится , что повернётся лицом ! У нас обычно говорят , что дело ( бизнес ) предприниматель ведёт на свой страх и риск. Не смог устоять перед вызовами , сам виноват 🤷‍♀️ Печально, но факт.
3w1 likeReply"
"nikolayplekhanov
Если правительство без изменений останется, то как задом стояло к Бизнесу так и будет стоять
3w2 likesReply"
"ivannemov1977
Настя, Ильдар...ну или кто то там)) Борис юрич понтярщик как был так и остался) подскажите... пусть понтанется с 808 постановлением пленума ВС от18 числа..и выйдет с гениальным предложением слушать и уголовные дела без адвокатов онлайн. Кандидатуру для пиара дадим
3wReply"
"i_platov
Тоже столкнулись, что перед ЧМ пл футболу сотрудники ЦОУМТС МВД решили что двоих поставщиков для России много и решили оставить одного)) уклонились от приёмки изделий и вкл в РНП. Довод ну вы же не поставили...типа ну и что что мы не уклонились от приемки)) ФАС от проверки доводов тоже уклонились, в прокуратуру проверка идет 4й год, все суды на стороне полиции и наши доводы даже не рассматривают... то что бюджетные деньги полиции потратили на другие цели тоже никому не надо... то что монополтста создали и нет торгов и экономии бюджета тоже... поставщики полностью.бесправные...
3wReply"
"chaechka_nata
И мы тоже очень надеемся!🤗
3w1 likeReply"
"bukato64
Продам Звоните+375333656958
3wReply"
"titovby
Президент озвучил еще одну порцию помощи

не только малообеспеченному населению, но и бизнесу.
⠀
Очень разумно звучит идея о том, что нельзя одномоментно прекращать действие отсрочки по налогам для МСП по истечении шести месяцев.
⠀
Финансовый ущерб налогоплательщикам за это время будет нанесен значительный, и мало кто сможет погасить накопленные долги перед государством сразу. Реструктуризация долга в течение года – гораздо более реалистичный путь.
⠀
Что касается анонсированных мер поддержки со стороны правительства и ЦБ, которые должны служить поддержке занятости населения, то здесь ясности пока нет.
⠀
Мы со своей стороны, выступили с альтернативным предложением Президенту – разрешить работодателям отправлять сотрудников в бессрочные отпуска с сохранением пособия в 1 МРОТ. При значительном падении спроса сохранять зарплату в полном объеме все равно будет невозможно, предприятие обанкротится, а сотрудники станут безработными.
⠀
Распространение отсрочки по уплате страховых взносов на шесть месяцев на все предприятия МСП в 9 пострадавших отраслях – безусловно, полезно. Однако после 6 месяцев долг придется возвращать. Кроме того пострадавших отраслей уже гораздо больше.
⠀
На наш взгляд, в текущей ситуации стоило бы просто снизить взносы до 15% для всех работодателей, которые сохраняют рабочие места.
⠀
А в целом я считаю, что малый бизнес нужно избавить от налогов сроком на три года. Просто забыть про него в фискальном смысле. Потому что этой ценой сейчас можно решить главнейшую социальную задачу поддержания занятости населения.
⠀
И, конечно, сегодня очень важно оценить реальный масштаб ущерба экономики, пока у Правительства полной картины нет. И по итогам оценки вероятнее всего придется воспользоваться международным опытом поддержки состояния экономики посредством прямых субсидий предприятиям работодателям, выплат ИП и самозанятым недополученных доходов и, конечно, к массовой и безусловной реструктуризации долгов перед кредиторами населения и бизнеса.
⠀
Важно понимать, что сейчас именно тот случай, когда необходимы масштабные и прямые интервенции в экономику из так тяжело созданного и накопленного ФНБ...
1w"
